CustomerID,Recency,Frequency,Monetary,Tenure,ReturnRate,Churn,Churn_Probability,Retention_Action
15232,43,2,612.06,27,0,1,0.536535799,Low Risk – Engagement Campaign
15234,207,1,197,0,0,1,0.719449761,Medium Risk – 15% Discount Email
15235,148,12,2247.51,155,0,1,0.087260948,No Action
15236,229,1,321.05,0,0,1,0.732619004,Medium Risk – 15% Discount Email
15237,9,3,1328.72,149,0,0,0.405445572,Low Risk – Engagement Campaign
15238,26,2,772.78,88,0.005199307,0,0.504236576,Low Risk – Engagement Campaign
15239,9,1,461.79,0,0,0,0.585077809,Low Risk – Engagement Campaign
15240,15,4,1382.55,227,0.008088979,0,0.325748963,No Action
15241,4,7,1411.52,210,0.001870324,0,0.177506456,No Action
15243,5,1,316.68,0,0,1,0.582197961,Low Risk – Engagement Campaign
15244,179,1,297.94,0,0,0,0.702045883,Medium Risk – 15% Discount Email
15245,64,3,2515.84,127,0,1,0.452769385,Low Risk – Engagement Campaign
15246,169,2,514.15,120,0,1,0.599574799,Low Risk – Engagement Campaign
15247,53,1,356,0,0,1,0.616952424,Medium Risk – 15% Discount Email
15249,22,11,5639.34,164,0.006512537,0,0.077451162,No Action
15251,21,8,9695.82,150,0.015077139,0,0.158189672,No Action
15252,114,1,300.55,0,0,0,0.659451195,Medium Risk – 15% Discount Email
15253,19,3,640.6,81,0.003333333,0,0.435453632,Low Risk – Engagement Campaign
15254,58,1,300.36,0,0,1,0.620532972,Medium Risk – 15% Discount Email
15256,79,1,98.45,0,0,1,0.635413258,Medium Risk – 15% Discount Email
15257,214,1,317.15,0,0.02173913,1,0.726086473,Medium Risk – 15% Discount Email
15258,99,2,623.16,48,0,1,0.571410161,Low Risk – Engagement Campaign
15260,31,7,1810.77,272,0.027118644,1,0.179397397,No Action
15261,66,1,254.82,0,0,1,0.626218854,Medium Risk – 15% Discount Email
15262,254,1,178.95,0,0,1,0.747180969,Medium Risk – 15% Discount Email
15263,37,1,156.51,0,0,1,0.605549515,Medium Risk – 15% Discount Email
15265,82,2,1506.12,84,0,1,0.546674714,Low Risk – Engagement Campaign
15266,269,1,119.3,0,0,1,0.755654944,Medium Risk – 15% Discount Email
15267,86,2,1407.76,27,0,0,0.568314603,Low Risk – Engagement Campaign
15270,48,5,1850.29,192,0.060963618,0,0.3065112,No Action
15271,25,10,1592.58,270,0,0,0.087671827,No Action
15272,16,1,298.96,0,0,0,0.590258499,Low Risk – Engagement Campaign
15279,285,1,290.51,0,0.021164021,1,0.766542928,Medium Risk – 15% Discount Email
15280,102,1,113.12,0,0,1,0.6513356,Medium Risk – 15% Discount Email
15281,67,8,2191.78,196,0.015957447,0,0.170539318,No Action
15287,1,1,340.98,0,0,0,0.579249001,Low Risk – Engagement Campaign
15288,86,4,2006.36,209,0,0,0.37876247,No Action
15289,68,2,697.98,111,0.015625,0,0.529767918,Low Risk – Engagement Campaign
15290,10,13,4459.87,279,0.016407982,0,0.039678286,No Action
15291,25,12,3685.02,278,0.019903912,0,0.05351317,No Action
15292,132,1,178.39,0,0,1,0.671586929,Medium Risk – 15% Discount Email
15296,40,5,2599.49,217,0.003921569,0,0.28764431,No Action
15298,23,7,3358.22,273,0.169811321,0,0.18719267,No Action
15299,94,5,3035.01,208,0.003103181,0,0.324524291,No Action
15301,3,11,4446.19,295,0.001303781,0,0.062417133,No Action
15303,221,1,574.02,0,0,1,0.727785056,Medium Risk – 15% Discount Email
15304,16,7,582.5,282,0.046511628,0,0.172757576,No Action
15306,23,2,657.07,55,0,0,0.512215566,Low Risk – Engagement Campaign
15307,26,1,205.3,0,0,1,0.597573216,Low Risk – Engagement Campaign
15308,205,1,310.47,0,0.011428571,1,0.719488187,Medium Risk – 15% Discount Email
15311,4,70,48338.85,300,0.01336419,0,1.08E-08,No Action
15312,6,4,924.85,279,0.005813953,1,0.304894471,No Action
15313,40,1,52,0,0,1,0.607748777,Medium Risk – 15% Discount Email
15314,130,1,327.97,0,0,1,0.670203178,Medium Risk – 15% Discount Email
15315,47,1,233.54,0,0.091603053,0,0.624811963,Medium Risk – 15% Discount Email
15316,257,1,165,0,0,1,0.748891798,Medium Risk – 15% Discount Email
15319,214,1,204.5,0,0,1,0.723692499,Medium Risk – 15% Discount Email
15321,1,3,2748.31,220,0,1,0.376786189,No Action
15322,16,1,679.68,0,0,1,0.590116884,Low Risk – Engagement Campaign
15325,34,1,161.74,0,0,1,0.603382509,Medium Risk – 15% Discount Email
15326,264,1,311.71,0,0,1,0.752802408,Medium Risk – 15% Discount Email
15329,65,2,754,37,0.015544041,0,0.551826733,Low Risk – Engagement Campaign
15332,297,4,1661.06,3,0,1,0.602413478,Medium Risk – 15% Discount Email
15333,139,1,1028.56,0,0,1,0.675943947,Medium Risk – 15% Discount Email
15334,87,3,350.82,16,0,1,0.507577386,Low Risk – Engagement Campaign
15339,249,1,257.9,0,0,0,0.744296196,Medium Risk – 15% Discount Email
15341,11,1,2020.52,0,0,1,0.58596117,Low Risk – Engagement Campaign
15342,60,1,406.09,0,0.024734982,1,0.625167751,Medium Risk – 15% Discount Email
15343,18,1,364.5,0,0,1,0.591693441,Low Risk – Engagement Campaign
15344,5,1,308.69,0,0,0,0.58220095,Low Risk – Engagement Campaign
15346,263,1,252.42,0,0,1,0.752257248,Medium Risk – 15% Discount Email
15347,297,1,201.6,0,0,1,0.770899329,Medium Risk – 15% Discount Email
15348,3,1,158.04,0,0,1,0.580788154,Low Risk – Engagement Campaign
15349,88,2,463.91,29,0,1,0.56950143,Low Risk – Engagement Campaign
15350,304,1,115.65,0,0,1,0.774632847,Medium Risk – 15% Discount Email
15351,9,2,876.24,290,0.020467836,0,0.427130942,Low Risk – Engagement Campaign
15353,185,2,770.12,113,0,1,0.613220514,Medium Risk – 15% Discount Email
15356,2,9,2567.99,296,0,0,0.101206862,No Action
15358,5,18,6734.86,291,0.020449898,0,0.010580577,No Action
15361,292,1,418.92,0,0,1,0.768163339,Medium Risk – 15% Discount Email
15363,303,1,326,0,0.006944444,1,0.77472851,Medium Risk – 15% Discount Email
15364,26,2,913.19,158,0,1,0.480282333,Low Risk – Engagement Campaign
15365,12,4,1945.15,233,0,0,0.320848353,No Action
15366,6,2,602.51,282,0,1,0.424807392,Low Risk – Engagement Campaign
15367,176,2,1416.18,29,0.002666667,0,0.633086041,Medium Risk – 15% Discount Email
15370,2,5,2039.25,261,0.002506266,0,0.253548388,No Action
15372,67,1,2007.4,0,0,1,0.626294515,Medium Risk – 15% Discount Email
15373,46,9,1686.9,255,0.06779661,0,0.123746098,No Action
15374,59,1,168,0,0,1,0.621291392,Medium Risk – 15% Discount Email
15376,48,2,977.22,105,0,0,0.514397961,Low Risk – Engagement Campaign
15379,100,7,3703.29,189,0.005206074,1,0.228396115,No Action
15380,17,3,1004.56,279,0.007352941,0,0.371386724,No Action
15381,144,2,596.85,54,0,1,0.60241404,Medium Risk – 15% Discount Email
15382,15,5,4709.9,210,0.002723147,0,0.273495332,No Action
15384,100,2,642.41,189,0.005033557,1,0.526632548,Low Risk – Engagement Campaign
15386,117,1,394.14,0,0,1,0.661449694,Medium Risk – 15% Discount Email
15388,201,1,140.54,0,0,1,0.715797322,Medium Risk – 15% Discount Email
15389,102,1,500,0,0,1,0.651200469,Medium Risk – 15% Discount Email
15392,19,2,665.46,271,0.016759777,0,0.440295094,Low Risk – Engagement Campaign
15393,211,1,124.1,0,0,0,0.721902877,Medium Risk – 15% Discount Email
15394,9,3,1854.14,280,0,0,0.3642023,No Action
15395,256,1,107.45,0,0,1,0.748340393,Medium Risk – 15% Discount Email
15396,43,1,288.18,0,0,1,0.609819014,Medium Risk – 15% Discount Email
15397,220,1,94,0,0,1,0.727333056,Medium Risk – 15% Discount Email
15398,9,1,634.85,0,0.005333333,0,0.585738319,Low Risk – Engagement Campaign
15399,9,1,305.17,0,0,0,0.585136281,Low Risk – Engagement Campaign
15400,23,5,716.2,186,0.076923077,1,0.294565598,No Action
15402,79,2,626.77,47,0,1,0.556891327,Low Risk – Engagement Campaign
15405,120,1,349.1,0,0,1,0.663490052,Medium Risk – 15% Discount Email
15406,231,1,252.29,0,0,0,0.733820596,Medium Risk – 15% Discount Email
15407,114,3,740.73,121,0,0,0.493030026,Low Risk – Engagement Campaign
15408,195,1,267.18,0,0,1,0.712058628,Medium Risk – 15% Discount Email
15410,15,8,3450.84,177,0,1,0.151294992,No Action
15411,1,3,991.26,112,0,0,0.411579243,Low Risk – Engagement Campaign
15412,102,1,190.53,0,0,1,0.651308564,Medium Risk – 15% Discount Email
15414,173,1,36.2,0,0,0,0.698328404,Medium Risk – 15% Discount Email
15415,244,1,559.61,0,0,1,0.741324211,Medium Risk – 15% Discount Email
15416,85,3,3144.33,127,0.000588928,0,0.468358712,Low Risk – Engagement Campaign
15417,16,1,508.8,0,0,1,0.590180447,Low Risk – Engagement Campaign
15421,146,3,739.36,94,0,0,0.526096569,Low Risk – Engagement Campaign
15422,253,2,97.7,0,0,1,0.693568937,Medium Risk – 15% Discount Email
15424,185,2,383.34,0,0,1,0.648204722,Medium Risk – 15% Discount Email
15426,187,2,634.13,112,0.003921569,0,0.615534653,Medium Risk – 15% Discount Email
15429,6,1,243.06,0,0.035598706,0,0.587799506,Low Risk – Engagement Campaign
15433,144,2,533.3,53,0.252808989,1,0.636122375,Medium Risk – 15% Discount Email
15434,37,3,587.28,93,0.018789144,0,0.447084665,Low Risk – Engagement Campaign
15436,164,1,484.1,0,0,0,0.692427928,Medium Risk – 15% Discount Email
15437,193,1,200.16,0,0,1,0.710840437,Medium Risk – 15% Discount Email
15438,62,1,156.58,0,0,1,0.623423852,Medium Risk – 15% Discount Email
15440,67,2,237.66,72,0,0,0.539868452,Low Risk – Engagement Campaign
15442,179,1,594,0,0,1,0.701950634,Medium Risk – 15% Discount Email
15443,4,3,1054.34,246,0.005545287,0,0.372177371,No Action
15445,195,1,113.5,0,0,1,0.712107083,Medium Risk – 15% Discount Email
15447,261,1,155.17,0,0,1,0.751158381,Medium Risk – 15% Discount Email
15448,243,1,494.64,0,0,1,0.740764132,Medium Risk – 15% Discount Email
15449,115,2,647.7,76,0.003875969,0,0.57467357,Low Risk – Engagement Campaign
15452,2,2,403.08,192,0,0,0.451252219,Low Risk – Engagement Campaign
15453,23,4,701.2,95,0,0,0.370062554,No Action
15454,293,1,179.1,0,0,1,0.768766042,Medium Risk – 15% Discount Email
15456,214,3,434.59,75,0,1,0.583068036,Low Risk – Engagement Campaign
15457,193,1,237.07,0,0,1,0.71082877,Medium Risk – 15% Discount Email
15460,284,1,214.26,0,0,1,0.763891742,Medium Risk – 15% Discount Email
15462,25,3,234.6,92,0,1,0.436018299,Low Risk – Engagement Campaign
15464,268,1,1044.65,0,0,1,0.754833905,Medium Risk – 15% Discount Email
15465,13,16,6419.08,287,0.040526849,0,0.018539198,No Action
15466,16,1,334.53,0,0,1,0.590245269,Low Risk – Engagement Campaign
15467,76,2,402.56,7,0,0,0.567788199,Low Risk – Engagement Campaign
15469,50,1,304.3,0,0.015625,0,0.616899625,Medium Risk – 15% Discount Email
15472,44,1,371.56,0,0,1,0.610506517,Medium Risk – 15% Discount Email
15475,8,1,454.11,0,0,1,0.584347702,Low Risk – Engagement Campaign
15480,47,1,905.5,0,0,1,0.612462795,Medium Risk – 15% Discount Email
15482,96,4,1928.3,193,0,0,0.390954145,No Action
15483,92,4,225.26,105,0,1,0.416736795,Low Risk – Engagement Campaign
15484,9,1,1632.62,0,0,0,0.584640621,Low Risk – Engagement Campaign
15485,266,2,1268.13,37,0,0,0.691103776,Medium Risk – 15% Discount Email
15488,23,1,91.32,0,0,1,0.595435834,Low Risk – Engagement Campaign
15489,142,1,348.26,0,0,0,0.678152757,Medium Risk – 15% Discount Email
15491,25,6,3100.09,140,0.013365735,1,0.247966049,No Action
15492,5,1,487.74,0,0,0,0.582133969,Low Risk – Engagement Campaign
15493,80,3,1286.95,120,0.01396648,0,0.469486951,Low Risk – Engagement Campaign
15494,52,1,1119.88,0,0,0,0.615960965,Medium Risk – 15% Discount Email
15497,250,1,970.6,0,0.003787879,0,0.745065155,Medium Risk – 15% Discount Email
15498,15,21,10183.55,281,0.003915104,0,0.004962464,No Action
15500,12,1,406.02,0,0,0,0.587295256,Low Risk – Engagement Campaign
15502,20,8,6276.03,279,0.021419355,0,0.137423752,No Action
15503,293,1,141.04,0,0,1,0.768776447,Medium Risk – 15% Discount Email
15504,12,1,52.83,0,0,1,0.587426903,Low Risk – Engagement Campaign
15505,15,4,2730.38,70,0.01126408,0,0.372901365,No Action
15506,69,1,208.77,0,0,0,0.628352603,Medium Risk – 15% Discount Email
15507,102,1,475.86,0,0,1,0.651208902,Medium Risk – 15% Discount Email
15508,120,6,1000.27,46,0,1,0.331266528,No Action
15510,261,1,250,0,0,1,0.751131119,Medium Risk – 15% Discount Email
15511,16,1,202.9,0,0,0,0.590294227,Low Risk – Engagement Campaign
15512,86,2,121,203,0,1,0.510950163,Low Risk – Engagement Campaign
15513,25,17,11352.14,278,0.033001808,0,0.014822235,No Action
15514,156,6,2501.94,138,0.284628378,0,0.363886274,No Action
15517,164,1,267.03,0,0,1,0.69249902,Medium Risk – 15% Discount Email
15518,55,7,1603.86,208,0.009847807,0,0.202205713,No Action
15521,25,7,2326.78,160,0.071428571,0,0.203242365,No Action
15522,18,1,259.05,0,0,0,0.59173262,Low Risk – Engagement Campaign
15523,14,1,412.01,0,0,1,0.588755519,Low Risk – Engagement Campaign
15525,304,1,274.93,0,0,0,0.77459008,Medium Risk – 15% Discount Email
15527,20,6,1608.34,264,0.004862237,0,0.215630155,No Action
15528,184,1,229.33,0,0,1,0.705215224,Medium Risk – 15% Discount Email
15529,18,9,3198.47,278,0,0,0.107867182,No Action
15530,80,3,1163.69,97,0,0,0.475177979,Low Risk – Engagement Campaign
15532,62,3,1214.49,226,0.035040431,0,0.424325658,Low Risk – Engagement Campaign
15533,13,2,554.74,6,0.153005464,0,0.542265019,Low Risk – Engagement Campaign
15535,103,4,502.9,154,0.103703704,1,0.423059721,Low Risk – Engagement Campaign
15537,94,1,110.92,0,0,1,0.645832486,Medium Risk – 15% Discount Email
15541,45,1,85.13,0,0,1,0.611328724,Medium Risk – 15% Discount Email
15543,219,1,127.86,0,0,1,0.726723667,Medium Risk – 15% Discount Email
15544,50,7,2772.37,252,0.00045208,0,0.189539433,No Action
15545,301,1,135.33,0,0,0,0.7730427,Medium Risk – 15% Discount Email
15547,13,11,3699.18,280,0,0,0.065437032,No Action
15549,7,3,1681.46,239,0.014409222,1,0.377409637,No Action
15550,37,3,433.28,195,0,0,0.411476272,Low Risk – Engagement Campaign
15552,148,1,90.12,0,0,1,0.682179015,Medium Risk – 15% Discount Email
15554,208,1,217.2,0,0,1,0.720052365,Medium Risk – 15% Discount Email
15555,8,11,3162.83,291,0.00708502,0,0.063932392,No Action
15561,80,3,449.67,65,0.115789474,0,0.50224533,Low Risk – Engagement Campaign
15562,282,1,134.55,0,0,1,0.76282333,Medium Risk – 15% Discount Email
15563,131,2,735.62,158,0,0,0.559296938,Low Risk – Engagement Campaign
15565,1,1,88.8,0,0,0,0.579343519,Low Risk – Engagement Campaign
15568,4,1,228.31,0,0,0,0.581496611,Low Risk – Engagement Campaign
15569,34,5,1375.71,228,0,1,0.28093054,No Action
15570,72,9,2809.98,227,0.007929515,0,0.132720834,No Action
15571,9,1,202.35,0,0,0,0.585174666,Low Risk – Engagement Campaign
15572,40,4,1552.79,168,0,0,0.359244032,No Action
15573,16,1,404.09,0,0,0,0.590219395,Low Risk – Engagement Campaign
15574,108,4,675.64,194,0,1,0.399756706,No Action
15577,81,3,258.88,154,0,1,0.457485828,Low Risk – Engagement Campaign
15578,93,1,127.1,0,0,1,0.645136045,Medium Risk – 15% Discount Email
15579,244,1,195.35,0,0,0,0.741431621,Medium Risk – 15% Discount Email
15581,51,13,3675.77,245,0.003533569,1,0.046367944,No Action
15582,31,2,541.51,120,0,0,0.496773001,Low Risk – Engagement Campaign
15584,3,2,288.43,89,0,0,0.486010582,Low Risk – Engagement Campaign
15585,107,1,455.3,0,0,1,0.654636284,Medium Risk – 15% Discount Email
15587,20,3,801.72,262,0,0,0.3778924,No Action
15589,186,3,478.53,54,0.004115226,1,0.569771284,Low Risk – Engagement Campaign
15593,1,1,199.8,0,0,1,0.579301917,Low Risk – Engagement Campaign
15594,12,3,1506.43,153,0.001154734,0,0.40644162,Low Risk – Engagement Campaign
15596,31,5,1406.59,264,0.023172906,1,0.272165684,No Action
15599,135,1,448.83,0,0,0,0.673489659,Medium Risk – 15% Discount Email
15601,20,12,5817.02,283,0.001210361,0,0.051744981,No Action
15602,1,6,945.19,297,0.181112549,0,0.215407455,No Action
15603,9,1,48.48,0,0,1,0.585232107,Low Risk – Engagement Campaign
15605,20,4,894.78,283,0,0,0.312094018,No Action
15606,50,8,2439.38,205,0,0,0.160519567,No Action
15607,267,1,104.76,0,0,1,0.754542672,Medium Risk – 15% Discount Email
15608,51,1,285.68,0,0,0,0.615550313,Medium Risk – 15% Discount Email
15609,115,1,298.48,0,0.02027027,1,0.662672388,Medium Risk – 15% Discount Email
15611,1,10,1095.84,264,0.007042254,0,0.083006059,No Action
15615,36,19,7367.85,253,0.003909304,0,0.009300847,No Action
15618,23,3,419.041,44,0.120930233,0,0.46696565,Low Risk – Engagement Campaign
15620,151,2,875.01,137,0.021666667,0,0.583807131,Low Risk – Engagement Campaign
15622,17,8,3327.61,195,0.010204082,0,0.149773035,No Action
15623,71,1,301.03,0,0,1,0.629728242,Medium Risk – 15% Discount Email
15624,47,4,588.13,139,0,1,0.373409694,No Action
15625,34,4,1534.26,131,0.018518519,1,0.368806205,No Action
15626,5,2,675.8,254,0,1,0.433125993,Low Risk – Engagement Campaign
15628,29,5,1625.4,268,0.011342155,0,0.268555813,No Action
15630,135,1,396.86,0,0.003571429,0,0.673947009,Medium Risk – 15% Discount Email
15632,52,6,2351.84,153,0.001533742,0,0.259093143,No Action
15636,20,2,724.76,192,0,1,0.46461592,Low Risk – Engagement Campaign
15639,65,1,425.32,0,0,1,0.625450613,Medium Risk – 15% Discount Email
15640,9,12,9361,293,0.006616073,0,0.04939876,No Action
15641,36,4,1887.2,253,0,1,0.330962336,No Action
15643,122,3,664,90,0.016260163,1,0.511637721,Low Risk – Engagement Campaign
15644,97,4,803.54,94,0,1,0.423747427,Low Risk – Engagement Campaign
15646,88,3,447.64,214,0.015228426,1,0.445077287,Low Risk – Engagement Campaign
15648,134,2,639.5,62,0.036697248,1,0.597543938,Low Risk – Engagement Campaign
15649,267,2,816,31,0,1,0.693587841,Medium Risk – 15% Discount Email
15651,191,1,227.32,0,0,0,0.709589349,Medium Risk – 15% Discount Email
15652,22,1,337.74,0,0,1,0.594617134,Low Risk – Engagement Campaign
15653,23,2,877.44,23,0,1,0.52271532,Low Risk – Engagement Campaign
15655,174,1,560.67,0,0.015432099,1,0.700610589,Medium Risk – 15% Discount Email
15656,109,3,563.63,105,0,0,0.494623533,Low Risk – Engagement Campaign
15658,121,5,1024.1,182,0.041322314,1,0.356035879,No Action
15660,16,7,1256.5,280,0.014908257,0,0.170470136,No Action
15661,248,2,309.8,21,0,1,0.684303438,Medium Risk – 15% Discount Email
15663,37,1,138.14,0,0,1,0.605556263,Medium Risk – 15% Discount Email
15665,99,2,2222.21,74,0,1,0.562350068,Low Risk – Engagement Campaign
15668,148,1,76.32,0,0,1,0.682183617,Medium Risk – 15% Discount Email
15669,34,3,565.54,160,0.011450382,0,0.422054331,Low Risk – Engagement Campaign
15670,227,1,173.05,0,0,1,0.731479456,Medium Risk – 15% Discount Email
15671,25,5,1972.89,176,0.015189873,0,0.29099802,No Action
15673,18,4,2726.23,238,0,1,0.323093951,No Action
15674,4,5,2446.6,181,0.156862745,1,0.292779653,No Action
15675,12,3,323.69,198,0,1,0.392423798,No Action
15676,214,1,897.8,0,0.007207207,0,0.724286203,Medium Risk – 15% Discount Email
15679,85,2,260.26,28,0,0,0.567681895,Low Risk – Engagement Campaign
15680,297,1,478.89,0,0,0,0.770824005,Medium Risk – 15% Discount Email
15681,113,3,703.22,97,0,0,0.500237631,Low Risk – Engagement Campaign
15683,48,1,193.75,0,0,1,0.613438607,Medium Risk – 15% Discount Email
15687,117,5,1679.45,143,0.00304414,0,0.359975096,No Action
15689,50,2,254.1,241,0,1,0.471181006,Low Risk – Engagement Campaign
15690,31,1,111,0,0,0,0.601232076,Medium Risk – 15% Discount Email
15691,183,1,136.8,0,0,1,0.704616938,Medium Risk – 15% Discount Email
15694,106,9,3305.78,196,0.01623816,0,0.150648421,No Action
15695,197,2,409.98,0,0,1,0.656410515,Medium Risk – 15% Discount Email
15696,10,7,2008.9,246,0.007556675,0,0.173554062,No Action
15700,102,2,696.68,1,0.081232493,1,0.599724013,Low Risk – Engagement Campaign
15701,4,2,964.97,36,0,0,0.5040538,Low Risk – Engagement Campaign
15703,195,1,211.5,0,0,1,0.712076184,Medium Risk – 15% Discount Email
15704,71,4,2293.62,75,0,1,0.410230441,Low Risk – Engagement Campaign
15705,132,1,143.1,0,0,1,0.671598899,Medium Risk – 15% Discount Email
15706,6,2,878.76,40,0.01384083,0,0.506209597,Low Risk – Engagement Campaign
15707,17,1,158.88,0,0,0,0.591040419,Low Risk – Engagement Campaign
15708,69,6,2589.34,231,0.009100101,0,0.249959882,No Action
15709,214,1,133.25,0,0,1,0.723714409,Medium Risk – 15% Discount Email
15712,2,4,865.91,216,0,0,0.319541109,No Action
15713,74,2,356.7,222,0.006666667,1,0.496446945,Low Risk – Engagement Campaign
15714,8,1,132.48,0,0,0,0.584467836,Low Risk – Engagement Campaign
15716,76,4,1101.11,223,0,1,0.36768909,No Action
15717,165,1,150.3,0,0,1,0.693179611,Medium Risk – 15% Discount Email
15719,30,11,4061.97,238,0.000460193,0,0.072269602,No Action
15722,39,3,1413.45,181,0.008474576,0,0.418230164,Low Risk – Engagement Campaign
15723,295,1,190.7,0,0,1,0.769834323,Medium Risk – 15% Discount Email
15724,132,2,218.25,83,0.01369863,1,0.586411549,Low Risk – Engagement Campaign
15727,38,6,4589.39,251,0,0,0.22669482,No Action
15729,143,1,85,0,0.142857143,1,0.696089256,Medium Risk – 15% Discount Email
15730,23,2,777.22,114,0.012269939,0,0.494350866,Low Risk – Engagement Campaign
15732,143,2,294.12,159,0,1,0.568046681,Low Risk – Engagement Campaign
15733,213,1,162.3,0,0,1,0.723101492,Medium Risk – 15% Discount Email
15734,45,2,1339.45,85,0,1,0.518613716,Low Risk – Engagement Campaign
15737,10,6,1064.51,163,0.024118738,0,0.235757361,No Action
15738,27,13,3853.45,275,0.006364022,0,0.041704633,No Action
15743,44,2,434.05,71,0,0,0.522836382,Low Risk – Engagement Campaign
15744,8,1,34.8,0,0,1,0.58450432,Low Risk – Engagement Campaign
15745,4,2,607.75,162,0,0,0.462533165,Low Risk – Engagement Campaign
15746,65,1,196.88,0,0.269662921,1,0.660193858,Medium Risk – 15% Discount Email
15747,51,2,525.37,52,0,0,0.534337878,Low Risk – Engagement Campaign
15749,166,3,44534.3,97,0.5,1,0.592331695,Low Risk – Engagement Campaign
15750,3,5,1615.47,294,0.005533597,0,0.246359151,No Action
15752,24,6,2093.37,279,0.003017502,0,0.214014977,No Action
15753,235,1,79.2,0,0,1,0.736224054,Medium Risk – 15% Discount Email
15754,4,2,303.42,172,0,0,0.459357894,Low Risk – Engagement Campaign
15755,5,5,2076.74,220,0.015174507,0,0.267103454,No Action
15756,83,3,359.89,96,0,0,0.478075756,Low Risk – Engagement Campaign
15757,148,1,261.36,0,0,0,0.682121915,Medium Risk – 15% Discount Email
15759,149,3,253.04,139,0,1,0.51366478,Low Risk – Engagement Campaign
15762,8,1,315.31,0,0,0,0.584399547,Low Risk – Engagement Campaign
15763,8,1,522.49,0,0.016042781,0,0.586503282,Low Risk – Engagement Campaign
15764,18,6,3279.97,188,0.006829268,1,0.231805578,No Action
15768,46,3,621.83,110,0.004098361,1,0.446186097,Low Risk – Engagement Campaign
15769,18,20,43116.72,283,0.018038529,0,0.006222596,No Action
15775,176,1,104.9,0,0,1,0.700210509,Medium Risk – 15% Discount Email
15776,64,1,241.62,0,0,1,0.624809443,Medium Risk – 15% Discount Email
15777,171,4,1047.11,120,0.007936508,1,0.471429389,Low Risk – Engagement Campaign
15780,114,3,475.28,174,0,1,0.475598598,Low Risk – Engagement Campaign
15781,68,2,211.3,168,0.03030303,0,0.513165653,Low Risk – Engagement Campaign
15782,20,1,1638.34,0,0,0,0.5926783,Low Risk – Engagement Campaign
15785,88,4,1665.83,137,0.001978239,0,0.403294652,Low Risk – Engagement Campaign
15786,45,1,3147.64,0,0.012248469,0,0.611839796,Medium Risk – 15% Discount Email
15789,289,1,351.3,0,0,1,0.766565327,Medium Risk – 15% Discount Email
15791,135,1,1223.24,0,0.001792115,0,0.673448521,Medium Risk – 15% Discount Email
15793,199,1,306.64,0,0,0,0.714515483,Medium Risk – 15% Discount Email
15795,80,1,610.01,0,0,1,0.635930133,Medium Risk – 15% Discount Email
15796,2,6,1884.76,230,0.003120125,0,0.213826825,No Action
15797,43,4,2207.4,206,0,1,0.349568398,No Action
15799,6,3,884.14,258,0,1,0.369213784,No Action
15800,38,2,696.89,139,0,1,0.495703401,Low Risk – Engagement Campaign
15801,40,1,137.22,0,0,0,0.607717533,Medium Risk – 15% Discount Email
15802,73,1,451.42,0,1,1,0.749703422,Medium Risk – 15% Discount Email
15804,8,8,2950.3,120,0.028151775,0,0.160628153,No Action
15805,37,11,3548.5,258,0.019357677,0,0.072673668,No Action
15806,88,2,521.88,119,0,0,0.540040092,Low Risk – Engagement Campaign
15807,8,1,635.6,0,0,0,0.584279908,Low Risk – Engagement Campaign
15808,237,4,3651.27,63,0.001532567,1,0.538109328,Low Risk – Engagement Campaign
15809,115,4,399.21,118,0,0,0.429413159,Low Risk – Engagement Campaign
15810,9,4,1391.98,218,0.144018583,1,0.341293646,No Action
15811,36,5,1773.8,259,0.010526316,0,0.274961207,No Action
15812,38,5,1801.14,210,0,1,0.288109034,No Action
15813,138,2,1303.91,31,0,1,0.605110119,Medium Risk – 15% Discount Email
15815,71,4,1874.7,119,0,0,0.396359809,No Action
15819,62,3,1585.47,145,0,0,0.445730011,Low Risk – Engagement Campaign
15820,250,1,206.98,0,0,1,0.744885143,Medium Risk – 15% Discount Email
15822,290,1,440.2,0,0,0,0.767080614,Medium Risk – 15% Discount Email
15823,303,1,15,0,1,1,0.857168482,High Risk – Personal Call + 30% Discount
15825,103,1,532.94,0,0,1,0.651874288,Medium Risk – 15% Discount Email
15826,141,1,720,0,0,0,0.677368643,Medium Risk – 15% Discount Email
15827,4,14,1836.09,299,0.045351474,1,0.030040631,No Action
15829,29,2,636.14,41,0,1,0.521377321,Low Risk – Engagement Campaign
15831,55,2,451.11,199,0.011644833,0,0.490387915,Low Risk – Engagement Campaign
15832,185,1,836.79,0,0,1,0.705648345,Medium Risk – 15% Discount Email
15834,1,4,2225.15,206,0.004162331,1,0.3218219,No Action
15835,68,3,675.51,193,0,0,0.434868698,Low Risk – Engagement Campaign
15838,8,13,17340.62,289,0.958529592,0,0.063102969,No Action
15839,11,2,790.36,67,0,0,0.499136967,Low Risk – Engagement Campaign
15840,103,1,241.74,0,0.0078125,0,0.65296826,Medium Risk – 15% Discount Email
15841,3,4,1224.06,266,0.012738854,1,0.307355174,No Action
15843,234,1,118.95,0,0,1,0.73562555,Medium Risk – 15% Discount Email
15845,17,6,3070,250,0.004816376,0,0.216853255,No Action
15847,218,1,180.68,0,0,0,0.726107629,Medium Risk – 15% Discount Email
15850,99,1,116.16,0,0,0,0.649275212,Medium Risk – 15% Discount Email
15852,117,2,160.71,10,0,1,0.597002526,Low Risk – Engagement Campaign
